instructionCount, 7
NONE, 0
ALU, 1
SHIFT, 0
LOAD, 1
STORE, 0
BRANCH, 4
JUMP, 0
OTHER, 1
NONE, 0
add, 0
sub, 0
and, 0
or, 0
not, 1
shl, 0
shr, 0
ldi, 1
ld, 0
st, 0
br, 1
bz, 1
bn, 2
jal, 0
jr, 0
sys, 1
