instructionCount, 8
NONE, 0
ALU, 3
SHIFT, 0
LOAD, 3
STORE, 1
BRANCH, 0
JUMP, 0
OTHER, 1
NONE, 0
add, 2
sub, 1
and, 0
or, 0
not, 0
shl, 0
shr, 0
ldi, 3
ld, 0
st, 1
br, 0
bz, 0
bn, 0
jal, 0
jr, 0
sys, 1
